[2025-03-18 19:54:42,838] Staging-Provar1/INFO/root: plttest001@telarus.com - Time to load Oppurtunity: 0.84 seconds
[2025-03-18 19:54:51,565] Staging-Provar1/INFO/root: plttest010@telarus.com - Time to load Oppurtunity: 7.39 seconds
[2025-03-18 19:54:57,166] Staging-Provar1/INFO/root: plttest006@telarus.com - Time to load Order: 2.58 seconds
[2025-03-18 19:54:57,268] Staging-Provar1/INFO/root: plttest007@telarus.com - Time to load Order: 3.04 seconds
[2025-03-18 19:54:58,532] Staging-Provar1/INFO/root: plttest001@telarus.com - Time to load Order: 1.50 seconds
[2025-03-18 19:55:11,316] Staging-Provar1/INFO/root: plttest020@telarus.com - Time to load Oppurtunity: 4.86 seconds
[2025-03-18 19:55:12,165] Staging-Provar1/INFO/root: plttest003@telarus.com - Time to load Order: 28.90 seconds
[2025-03-18 19:55:12,861] Staging-Provar1/INFO/root: plttest012@telarus.com - Time to load Oppurtunity: 0.16 seconds
[2025-03-18 19:55:13,074] Staging-Provar1/INFO/root: plttest010@telarus.com - Time to load Order: 0.92 seconds
[2025-03-18 19:55:13,075] Staging-Provar1/INFO/root: plttest017@telarus.com - Time to load Oppurtunity: 0.69 seconds
[2025-03-18 19:55:13,107] Staging-Provar1/INFO/root: plttest013@telarus.com - Time to load Oppurtunity: 0.92 seconds
[2025-03-18 19:55:13,485] Staging-Provar1/INFO/root: plttest006@telarus.com - Time to load Case: 2.46 seconds
[2025-03-18 19:55:13,665] Staging-Provar1/INFO/root: plttest007@telarus.com - Time to load Case: 2.39 seconds
[2025-03-18 19:55:14,063] Staging-Provar1/INFO/root: plttest001@telarus.com - Time to load Case: 7.58 seconds
[2025-03-18 19:55:32,794] Staging-Provar1/INFO/root: plttest021@telarus.com - Time to load Oppurtunity: 15.97 seconds
[2025-03-18 19:55:42,533] Staging-Provar1/INFO/root: plttest001@telarus.com - Time to load Oppurtunity: 4.98 seconds
[2025-03-18 19:55:42,536] Staging-Provar1/INFO/root: plttest012@telarus.com - Time to load Order: 7.08 seconds
[2025-03-18 19:55:43,030] Staging-Provar1/INFO/root: plttest010@telarus.com - Time to load Case: 5.02 seconds
[2025-03-18 19:55:43,197] Staging-Provar1/INFO/root: plttest011@telarus.com - Time to load Oppurtunity: 5.02 seconds
[2025-03-18 19:55:43,265] Staging-Provar1/INFO/root: plttest023@telarus.com - Time to load Oppurtunity: 4.96 seconds
[2025-03-18 19:55:43,290] Staging-Provar1/INFO/root: plttest007@telarus.com - Time to load Oppurtunity: 4.97 seconds
[2025-03-18 19:55:43,320] Staging-Provar1/INFO/root: plttest014@telarus.com - Time to load Oppurtunity: 5.02 seconds
[2025-03-18 19:55:43,336] Staging-Provar1/INFO/root: plttest006@telarus.com - Time to load Oppurtunity: 5.03 seconds
[2025-03-18 19:55:43,349] Staging-Provar1/INFO/root: plttest026@telarus.com - Time to load Oppurtunity: 5.01 seconds
[2025-03-18 19:55:43,351] Staging-Provar1/INFO/root: plttest015@telarus.com - Time to load Oppurtunity: 5.02 seconds
[2025-03-18 19:55:43,356] Staging-Provar1/INFO/root: plttest020@telarus.com - Time to load Order: 5.02 seconds
[2025-03-18 19:55:43,358] Staging-Provar1/INFO/root: plttest013@telarus.com - Time to load Order: 5.02 seconds
[2025-03-18 19:55:43,362] Staging-Provar1/INFO/root: plttest017@telarus.com - Time to load Order: 5.03 seconds
[2025-03-18 19:55:43,781] Staging-Provar1/INFO/root: plttest004@telarus.com - Time to load Oppurtunity: 0.55 seconds
[2025-03-18 19:55:43,832] Staging-Provar1/INFO/root: plttest003@telarus.com - Time to load Case: 0.56 seconds
[2025-03-18 19:55:58,669] Staging-Provar1/INFO/root: plttest028@telarus.com - Time to load Oppurtunity: 1.29 seconds
[2025-03-18 19:55:58,670] Staging-Provar1/INFO/root: plttest022@telarus.com - Time to load Oppurtunity: 1.29 seconds
[2025-03-18 19:55:58,674] Staging-Provar1/INFO/root: plttest025@telarus.com - Time to load Oppurtunity: 1.28 seconds
